link,title,text,date
https://www.mk.ru/economics/2022/10/06/prizyvniki-srochno-prodayut-nesostoyavshiysya-otdykh-v-internete.html,Призывники срочно продают несостоявшийся отдых в интернете,глядеть цена невольно ловить мысль отдыхать осень мочь миллионер пример неделя 2229 сентябрь цена билет стамбул сторона вырасти 45 тыс руб 1 млн руб упасть 450 тыс рубль неделя гоа пандемия считаться самый дешевый океанский курорт стоить 250 тыс руб двое это « трешка » база прямой перелет который ожидаться сложный логистика дороже примерно столько аналогичный условие обойтись россиянин тайский пхукет шриланк кризис многочасовой отключение свет массовый беспорядок мальдивы сейшелы который привыкнуть воспринимать оазис богатый юговосточный азия казаться россиянин дешевый пандемия туроператор направлять туда свой чартер пояснять турфирма,10/06/2022 17:47:22
https://www.mk.ru/economics/2022/10/07/rossiya-stolknulas-s-nevozmozhnostyu-otremontirovat-tysyachi-vagonov.html,Россия столкнулась с невозможностью отремонтировать тысячи вагонов,россия сентябрь значительно ухудшиться ситуация ремонт инновационный вагон повышенный нагрузка ось 25 тонна это говориться материал подготовить заседание президиум союз оператор железнодорожный подвижный состав сожткак писать ведомость состояние 23 сентябрь ремонт вагон нужный 105 тысяча кассетный подшипник вагон необходимый восемь деталь речь идти минимум 13 тысяча вагоновпри это август ремонт нуждаться 75 тысяча вагон образ месяц ситуация ухудшиться разаединственный предприятие который продолжать производство необходимый подшипник россия оставаться « епкбренко » ранее также выпускать американский timken шведский skf это бывший шведский завод который переименовать « текком производство » пытаться наладить производство однако пока состояние наладить выпуск расходный материал,10/07/2022 08:00:47
https://www.mk.ru/economics/2022/10/06/mesyac-valyutnogo-pereloma-eksperty-dali-prognoz-na-kurs-rublya-v-oktyabre.html,Месяц валютного перелома: эксперты дали прогноз на курс рубля в октябре,слово главный аналитик teletrade марк гойхман основной фактор воздействующие рубль близкий перспектива достаточно противоречивый российский валюта экономика целое настолько изолировать мировой рынок происходить событие практически отражаться курс ситуация зависеть основный экспортный приток валюта спрос прежде весь импортер октябрь основный сохраниться экспортный поступление пока ввести частичный эмбарго нефть нефтепродукт европа « кроме рассуждать гойхман держатель « недружественный » валюта банковский счет ощущать « токсичность » вид высокий комиссия плата содержание риск санкционный блокировка 8 й пакет санкция ес пока войти ожидаться блокирование работа национальный клиринговый центр нкц который сделать невозможный куплюпродажа валюта мосбиржа,10/06/2022 18:04:16
https://www.mk.ru/economics/2022/10/07/raskryto-budushhee-vtorichnogo-zhilya-v-moskve.html,Раскрыто будущее вторичного жилья в Москве,спрос вторичный жилье москва близкий будущее упасть 1020 процент прогноз дать аналитик « инкомнедвижимость » эксперт считать благоприятный сценарий снижение интерес недвижимость составить 10 процент негативный 20 процент привести снижение ценв сложиться обстоятельство тенденция предоставление скидка получить широкий распространение считать онива время оценка специалист серьезный падение цена рынок вторичный недвижимость москва ждать стоитпо мнение случай экстренный продажа размер скидка составлять десять процент,10/07/2022 05:24:35
https://www.mk.ru/economics/2022/10/06/vospolzuetsya-li-evropa-ucelevshey-nitkoy-severnogo-potoka2-eksperty-dali-otvet.html,Воспользуется ли Европа уцелевшей ниткой «Северного потока-2»: эксперты дали ответ,теракт произойти 26 сентябрь сразу российский газопровод европа — « северный поток 1 » « северный поток 2 » закрыть возможность полноценный эксплуатация маршрут причем первый последний время считаться основный канал который европеец получать « голубой топливо » наш страна международный консорциум nord stream отвечать отгрузка углеводород первый трубопровод заявить предварительный оценка ущерб « беспрецедентный » поэтому оценить срок ремонт пока невозможный диверсия смочь полностью отключить европа российский энергоресурсы результат взрыв вывести четыре нитка балтийский трубопровод остаться магистраль остаться неприкосновенность « требоваться принятие дальнейший решение судьба нитка построить случай принятие необходимый юридический решение европейский коллега относительно сертификация снятие ограничение россия короткий срок мочь обеспечить соответствующий поставка газопровод » — заявить александр новаккак полагать новак второй нитка сп 2 предварительный данные находиться « надлежащий технический состояние это маршрут включить список экспортный газовый линия россия европупока « северный поток 2 » поставка газ который мочь стартовать год назад изз западный санкция простаивать маршрут проложить балтийский море практически параллельный маршрут свой « старший брат » « северный поток 1 » способный поставлять европа 55 млрд кубометр углеводород ежегоднопо слово ведущий эксперт финансовый университет фонд национальный энергобезопасность игорь юшков « газпром » уверенный откачать газ запустить необходимый определение неисправный транспортный отрезок прибор смочь возобновить экспорт топливо европа любой время — диагностика стартовый профилактика наполнение магистраль буферный газ занять неделя,10/06/2022 17:07:47
https://www.mk.ru/economics/2022/10/06/itsfera-v-rossii-pryzhok-cherez-propast-mezhdu-ozhidaniyami-i-realnostyu.html,ИТ-сфера в России: прыжок через пропасть между ожиданиями и реальностью,большинство выпускать наш страна авиационный беспилотник удовлетворять требование минобороны рф заявить 27 сентябрь представитель полковник игорь ищук мнение производитель состояние выполнить требование который российский военный ведомство предъявлять техника « основный проблема невыполнение — элементный база » — сообщить ищук добавить изз это военный ведомство « вынудить идти упрощение дополнительный соглашение прием бла эксплуатация опытный режим » условие спецоперация « грех » признаваться целое минобороны говорить провал весь предыдущий политика сфера высокий технологийнада ответ вопрос мешать россия войти лидер итсфер власть биться десятилетие воз ныне,10/06/2022 09:02:39
https://www.vedomosti.ru/economics/news/2022/09/12/940443-putin-o-roste-chisla-rossiyan-s-riskom-uvolneniya,Путин заявил о росте числа россиян с риском увольнения,несмотря стабильный ситуация российский рынок труд расти число человек риск увольнение работа заявить президент россия владимир путин ход совещание экономический вопрос « называть простой вынужденный отпуск занять неполный рабочий день – это 234 000 работник вдвое начало год понятно масштаб страна это всетаки небольшой цифра конкретный отрасль предприятие населить пункт сложность возникать серьезный » — цитировать президент прессслужба кремляпутин поручить правительство « уделить должный внимание » локальный проблема находить эффективный решение это назвать « стабильный » ситуация рынок труд « стабильный уровень безработица находиться исторический минимум — май – июль это 39 » — заключить глава государствапутин упоминать уровень безработица ва восточный экономический форум вэф 2022 слово россия справляться финансовый экономический технологический агрессия запад указывать замедление рост инфляция исторически низкий уровень уровень безработица – низкий 4,09/12/2022 12:34:16
https://www.vedomosti.ru/economics/articles/2022/09/12/940351-tssr-predlagaet-regulirovanie-nft,ЦСР предлагает ввести отдельное регулирование для NFT,центр стратегический разработка цср предлагать ввести особый регулирование невзаимозаменяемый токен nft также специальный регулирование лицо обеспечивать синхронность непротиворечивость переход токенизированные вещный право запись блокчейн который соответствующий право учитываться это говориться доклад центр « виртуальный актив nft виртуальный предмет компьютерный игра метавселенная » « ведомость » конкретный предложение регулирование цср документ приводитва банк россия доклад поступать сказать « ведомость » представитель регулятор вопрос регулирование отдельный вид nft мочь решить рамка закон инвестиционный платформа добавить вопрос цб планировать близкий время проработать участник финансовый рынкаважный учитывать позиция бизнес экспертный сообщество разработка законодательный инициатива согласный директор департамент развитие цифровой экономика минэкономразвития анатолий дюбанов поэтому июль 2022 г министерство поддержать предложение цср фонд « сколково » разработка необходимый развитие отрасль нормативный акт говорить данный момент идти обсуждение инициатива минфин цб,09/11/2022 20:36:29
https://www.mk.ru/economics/2022/10/08/akademik-aganbegyan-v-den-90letnego-yubileya-dal-ocenku-rossiyskoy-ekonomiki.html,Академик Аганбегян в день 90-летнего юбилея дал оценку  российской экономики,оценивать текущий экономический ситуация россия 2022 год россия наблюдать структурный кризис связь санкция сторона примерно 50 « недружественный » страна обстановка год – продолжение возможно завершать часть третий период новый россия период трансформационный кризис 19911999 год период восстановительный подъем 19992008 годовон начаться глубокий циклический кризис 20082009 год поразить весь мир 2009 м ввп наш страна снизиться 78 промышленность 108 внешнеэкономический оборот упасть 40 население россия кризис пережить относительно легкий реальный доход иззый индексация заработный плата пенсия уменьшиться потребление розничный товарооборот упасть 56 изз увеличение сбережение население кризисный год это обычно бывать,10/08/2022 07:07:08
https://www.vedomosti.ru/economics/news/2022/09/12/940431-v-oon-obespokoeni-resheniem-evropi,В ООН обеспокоены решением Европы возобновить добычу ископаемого топлива,решение некоторый европейский страна возобновить производство ископаемый топливо преодоление энергетический кризис мочь привести загрязнение окружать среда заявление сделать заместитель верховный комиссар право человек оон нада альнашифон отметить решение европейский страна рамка преодоление энергетический кризис понять уточнить мера должный продолжаться долго « европа должный перейти экологически чистый энергия должный зацикливаться ископаемый топливо » — подчеркнуть альнашиф цитата « риа новость » прошлый неделя премьерминистр великобритания лиз трасса заявить план отменить запрет добыча газ страна метод гидроразрыв геологический пласт фрекинг кроме трасса предложить разрешить добыча топливо северный море британский правительство ввести запрет добыча газ метод фрекинг ноябрь 2019 г решение принять изз риск появление сейсмический активность также метод активно критиковать экологипосол начало спецоперация украина западный страна ввести масштабный санкция против россия который число затронуть энергоноситель,09/12/2022 11:15:15
https://www.vedomosti.ru/economics/news/2022/09/12/940379-prezident-indonezii-strana-rassmatrivaet-vozmozhnost-nalazhivaniya-importa,Президент Индонезии: страна рассматривает возможность налаживания импорта нефти из России,индонезия рассматривать возможность импорт нефть россия сдержать рост цена энергоноситель внутренний рынок заявить президент страна джоко видодо интервью британский газета financial times « отслеживать весь вариант страна который давать хороший цена правительство обязанный найти различный источник удовлетворение энергетический потребность народ хотеть найти решение » — отметить онкак отмечать издание индонезия решить последовать пример индия китай который существенно нарастить закупка российский нефть благодаря предоставлять дисконт это помочь россия компенсировать значительный часть потеря сокращение поставка европув конец август стать известный китай март июль закупить россия нефть нефтепродукт газ уголь 35 млрд сравнение 20 млрд аналогичный период 2021 г таможенный данные кнр показать увеличение импорт нефть 715 млн т 8 сравнение 2021 г уголь – 74 млн т 14 коксоваться уголь – 2 млн т 63 россия стать главный поставщик топливо китай потеснить индонезия это часть поставка осуществляться занизить ценамимпорт нефть россия китай резко вырасти 2022 г отказ ес закупка нефть россия москва прийтись переориентировать поставка продавать скидка,09/12/2022 07:48:42
https://www.vedomosti.ru/economics/news/2022/09/12/940461-v-oon-soobschili-o-visokih-tsenah,В ООН сообщили о высоких ценах на продукты в мире из-за слабости национальных валют,розничный цена продукт мир несмотря зерновой сделка продолжать оставаться высокий изз ослабление национальный валюта заявить региональный директор всемирный продовольственный программа впп оон ближний восток северный африка корин флейшер « зерновой сделка который способствовать открытие порт украина хороший новость весь мир цена снизиться мировой рынок однако сожаление иззый слабость национальный валюта ряд страна цена продукт измениться поскольку поставщик нужный доллар импорт продовольствие » — отметить цитата тасспо слово флейшер блокада порт сильный весь повлиять северный африка ближний восток поскольку регион соседствовать черный море зависеть импорт продовольствие также отметить распространяться бедность правительство страна мочь расширить программа продовольственный поддержка населенияранее президент россия владимир путин выступать пленарный сессия восточный экономический форум вэф сообщить 2 корабль украина 87 отправить нуждаться страна остальной — европейский страна слово порт развиваться страна доставить 60 000 2 млн т сельхозпродукция обвинить западный государство обман назвать ситуация вывоз зерно заблокировать порт украина « очередной наглый обман » « надувательство »,09/12/2022 13:40:38
https://www.vedomosti.ru/economics/articles/2022/09/14/940697-tsb-hochet-snyat-zapret,ЦБ хочет снять запрет на открытие филиалов иностранных банков,цб предложить разрешить иностранный банк открывать российский филиал мера войти перечень инициатива развитие финансовый рынок совместный презентация регулятор минфин представить стратегический сессия правительство документ « ведомость » открыть свой филиал смочь лишь организация дружественный страна уточняться презентация представитель цб ответить запрос « ведомость » понятие « филиал иностранный банк » исключить закон « банк банковский деятельность » « центральный банк российский федерация банк россия » « валютный регулирование валютный контроль » указ № 29 фз « внесение изменение отдельный законодательный акт российский федерация » подписать президент россия март 2013 г это означать фактический запрет открытие филиал иностранный банк россиирешение объясняться конкурентный преимущество который случай мочь возникать зарубежный финансовый организация российский иностранный филиал обязательный норматив отчисление средство фонд обязательный резервирование должный отчитываться цб российский международный система бухгалтерский учетапо итог стратегический сессия председатель правительство михаил мишустин поручить российский финансовый власть упростить доступ иностранный эмитент инвестор российский финрынок расширить область применение цифровой валюта разработать механизм дополнительный стимулирование долгосрочный сбережение население говориться прессрелиз правительство минфин участие цб актуализировать стратегия развитие финансовый рынок россия 2030 г – документ должный доработать учет поручение президент сложиться геополитический ситуацииранее « ведомость » писать стратегический сессия 30 август также обсуждаться переход расчет внешнеторговый сделка рубль национальный валюта дружественный страна,09/13/2022 20:37:18
https://www.vedomosti.ru/economics/news/2022/09/12/940382-pravitelstvo-videlit-bolee-100-mlrd-rublei,Правительство выделит более 100 млрд рублей на повышение устойчивости экономики,правительство россия решить направить свыше 100 млрд руб повышение устойчивость российский экономика фон санкционный ограничение выделить 15 млрд руб расширение производство самолет мс 21 25 млрд руб – поддержка система организация воздушный движение это сообщить премьерминистр михаил мишустин оперативный совещание « направить цель повышение устойчивость экономика 100 млрд руб часть финансирование получить авиационный отрасль 15 млрд руб выделить расширение производство самолет мс 21 25 млрд руб предусмотреть поддержка система организация воздушный движение » – сказать онкром 15 млрд руб направить программа льготный лизинг морской судно,09/12/2022 08:12:56
https://www.vedomosti.ru/economics/news/2022/09/11/940306-die-welt-plan-vitse-kantslera-frg-po-ekonomii-energii-budet-stoit-byudzhetu-10-mlrd,Die Welt: план вице-канцлера ФРГ по экономии энергии будет стоить бюджету 10 млрд евро,план проверка оптимизация система отопление дом германия предложить вицеканцлер министр дело экономика защита климат фрг роберт хабек экономия энергия обойтись бюджет страна примерно 10 млрд евро писать газета welt am sonntag ссылка расчет федеральный ассоциация немецкий компания жилищный строительство недвижимость gdw « мера экономия энергия отопление реализовать этап первый специальный комиссия должный проверить насколько иметься отопительный прибор соответствовать обновить норма энергопотребление » — отметить публикациивтора этап проверка данные газета заключаться отвечать требование прибор должный модифицировать работа режим экономия газета отмечать выделить 10 млрд евро течение год вернуться около 84 млрд евро счет получить экономииранее bloomberg сообщить германия хватить газ 25 месяц случай прекращение поставка россия конец июль « газпром » поставка который сильно зависеть фрг сократить прокачка газ « северный поток » изз ремонт турбина трубопровод проходить 33 млн куб м газ сутки вместо плановый 167 млн куб мпосол начало спецоперация украина западный государство ввести масштабный санкция против страна ограничение число коснуться энергетика,09/11/2022 11:22:22
https://www.vedomosti.ru/economics/news/2022/09/13/940646-godovaya-inflyatsiya-zamedlilas,"Годовая инфляция в США замедлилась до 8,3%",потребительский цена сша итог август вырасти 83 годовой выражение 85 июль писать bloomberg ссылка данные минтруд страныпо сравнение июль индекс потребительский цена вырасти 01 небольшой замедление август обусловить первый очередь максимальный год снижение 106 цена бензин это цена продукт питание вырасти 114 годовой выражение электричество – 158 показатель достигнуть свой максимальный значение 1979 г 1981 г соответственно стоимость жилье вырасти 07 месяц 62 – сравнение 2021 г стать максимальный значение начало 1990 х ггобнародованные минтруд данные оказаться выше прогнозировать большой вероятность привести очередной резкий повышение базовый процентный ставка считать bloomberg,09/13/2022 14:06:21
https://www.vedomosti.ru/economics/news/2022/09/13/940583-minpromtorg-sformuliroval-osnovnie-problemi-mikroelektroniki,Минпромторг сформулировал основные проблемы российской микроэлектроники,минпромторг подготовить проект документ « основа государственный политика россия область развитие электронный промышленность период 2030 г дальнейший перспектива » который должный лечь основа обновить концепция развитие российский микроэлектроника близкий десятилетие это сообщить газета « коммерсантъ » ссылка документпо информация издание основа стратегический документ дальнейший строиться развитие отрасль микроэлектроника разработка курировать замминистра василий шпак документ планировать представить октябрь форум « микроэлектроника 2022 » уточняться содержаться ключевой проблема отрасль который предстоять бороться среди нихва связь это минпромторг предложить участник рынок несколько мера который способствовать решение перечислить проблема,09/13/2022 09:47:30
https://www.vedomosti.ru/economics/articles/2022/09/15/940898-urezat-utverzhdennie-trati,Минфин предложил ведомствам урезать утвержденные траты на 2023 год на 10%,минфин сообщить ведомство сокращение 10 называть незащищенный расход бюджет 2023 г финансовый министерство довести система « электронный бюджет » ключевой цифровой инструмент бюджетный процесс ассигнование следующий год урезать сравнение закон бюджет 2022–2024 год объем « ведомость » рассказать близкий правительство источник информация подтвердить собеседник близкий кабмин также источник отраслевой ведомство слово собеседник информация минфин довести министерство июнь это решение оставаться сила уточнить близкий правительство источниктакое решение означать трата следующий год оказаться меньше предполагаться закон бюджет действовать трехлетка общий сложность расход вырасти – номинальный реальный выражение заверить оба источник близкий кабинет министр,09/14/2022 20:41:55
https://www.vedomosti.ru/economics/news/2022/09/15/940965-mir-oproverg-sluhi-o-problemah-s-kartami-v-turtsii,Директор платежной системы «Мир» опроверг слухи о проблемах с картами в Турции,турция наблюдаться проблема работа карта российский платежный система « мир » заявить генеральный директор национальный система платежный карта нспк владимир комлевый это сообщить « риа новость » повод вопрос журналист послужить распространить соцсеть сообщение турция 10 сентябрь прекращать прием карта « мир » « ничто турция плохой произойти работа идти абсолютно нормальный режим везде карта « мир » приниматься приниматься мочь какиеть точечный единичный случай какомто конкретный отель произойти ситуация,09/15/2022 09:42:11
https://www.vedomosti.ru/economics/news/2022/09/15/941076-v-norvegii-predupredili-ob-usugublenii,В Норвегии предупредили об усугублении кризиса при введении потолка цен на газ,введение потолок цена газ мочь привести усугубление энергетический кризис европа заявление сделать интервью cnn замминистра нефть энергетика норвегия андреас эриксен « основный проблема европа данный момент — нехватка энергоресурсы лимит цена решать напротив мочь усугубить кризис привести высокий спрос рынок принятие новый ограничительный мера » — сказать эриксен вместе поддержать мера предложить еврокомиссия частность изъятие энергетический компания сверхприбыль польза потребитель,09/15/2022 18:48:04
https://www.vedomosti.ru/economics/news/2022/09/15/941001-evroparlament-podderzhal-videlenie-ukraine-5-mlrd,Европарламент поддержал выделение Украине 5 млрд евро макрофинансовой помощи,европарламент поддержать выделение украина макрофинансовый помощь размер 5 млрд евро решение принять 15 сентябрь заседание страсбург который транслироваться youtube « евросоюз предоставлять украина помощь размер 5 млрд евро который направить поддержание макрофинансовый стабильность страна » — объявить заседание указать еп помощь предоставляться вид кредит это решение согласовать страна ес 9 сентябрь reuters ссылка министерство финансы чехия уточнить 5 млрд евро являться часть общий пакет размер 9 млрд евро который страна ес договориться предоставить украина конец июнь министр финансы чехия збынька станюра отметить решение передача остальной 3 млрд принять следующий встречахва начало август ес перечислить 1 млрд евро пакет финансовый помощь,09/15/2022 11:58:01
https://www.vedomosti.ru/economics/news/2022/09/20/941768-tempi-kreditovaniya-virosli,"Темпы кредитования в России в августе выросли на 1,7%",темп рост кредитование россия итог август ускориться 17 сравнение июль рост составить 1 следовать информационноаналитический материал банк россия развитие банковский секторакорпоративное кредитование пройти месяц вырасти 24 против 12 июль рост составить 13 трлн руб также 09 выше среднемесячный темп 2021 г « начало год корпоративный портфель вырасти 28 трлн руб 55 лишь немногое меньше результат аналогичный период прошлый год 3 трлн руб 63 » – говориться обзор цбсохраняться тенденция девалютизация – данные банк россия объем кредит рубль август вырасти 41 18 трлн руб число счет конвертация рубль валютный кредит объем который сократиться 55 515 млрд руб 84 млрд рамка госпрограмма поддержка системообразующий предприятие месяц выдать кредит сумма 65 млрд руб против 160 млрд руб июль « август кредит предоставить компания широкий круг отрасль число профинансировать ряд крупный инвестиционный проект мочь свидетельствовать постепенный адаптация компания структурный изменение оживление экономический активность » – отмечать автор обзоравыдача ипотечный кредит вырасти 342 млрд руб июль 459 млрд руб август образ прирост составить 2 соответствовать среднемесячный прирост 2021 г « сильный расти сектор вторичный жилье 54 сравнение июль время первичный рынок рост ниже 14 мочь связать увеличение цена новостройка итог объем выдача « вторичка » обогнать « первичка » около 240 млрд руб против 220 млрд руб » – отмечаться обзореипотека новостройка ранее выдаваться основный рамка льготный программа – объем август составить 219 млрд руб против 175 млрд руб июленеобеспеченное кредитование вырасти 18 « оживление потребительский кредитование способствовать снижение ставка также сезонный фактор – август традиционно возрастать расход изз трата отпуск подготовка новый учебный год » – говориться обзор,09/20/2022 17:46:07
https://www.vedomosti.ru/economics/news/2022/09/15/941014-putin-tovarooborot-rossii-kitaya-stanet-rekordnim,"Путин заявил, что товарооборот России и Китая по итогам 2022 года станет рекордным",товарооборот россия китай итог 2022 г стать рекордный ожидаться показатель превысить 200 млрд заявление сделать президент россия владимир путин ход встреча лидер кнр си цзиньпин поле саммит шос « убежденный итог год выйти новый рекордный показатель близкий перспектива договариваться довести годовой товарооборот 200 млрд » — сказать российский лидер цитата « риа новость » путин также рассказать результат прошлый год 2021 г товарооборот превысить 140 млрд увеличиться 35 слово первый семь месяц 2022 г объем взаимный торговля вырасти 25 анонсируя встреча владимир путин си цзиньпин помощник президент юрий ушаков заявить январь июль 2022 г товарооборот россия китай составить 93 млрд « это давать основание ожидать выход двусторонний торговля новый рекорд » — сказать,09/15/2022 12:31:46
